"Track URI","Track Name","Artist URI(s)","Artist Name(s)","Album URI","Album Name","Album Artist URI(s)","Album Artist Name(s)","Album Release Date","Album Image URL","Disc Number","Track Number","Track Duration (ms)","Track Preview URL","Explicit","Popularity","Added By","Added At"
"spotify:track:6Rvlwah55rEmg1ufhBz022","Goodbye Yellow Brick Road - Remastered 2014","spotify:artist:3PhoLpVuITZKcymswpck5b","Elton John","spotify:album:6g9uPPHtnxQLSUd6d9xK8n","Goodbye Yellow Brick Road (Remastered / Deluxe Edition)","spotify:artist:3PhoLpVuITZKcymswpck5b","Elton John","1973-10-05","https://i.scdn.co/image/ab67616d0000b273f5b95dce2bc9db5ed3f8028f","1","4","192826","","false","2","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:0s1aSsYlLIEiy16LjFWbdp","Dirty Work","spotify:artist:6P7H3ai06vU1sGvdpBwDmE","Steely Dan","spotify:album:4Gh6pRaXqXTtJx4plAJbBw","Can't Buy A Thrill","spotify:artist:6P7H3ai06vU1sGvdpBwDmE","Steely Dan","1972-01-01","https://i.scdn.co/image/ab67616d0000b2735a9b9e265814a9c9636a71a4","1","2","187400","https://p.scdn.co/mp3-preview/1f28024d7465df3774ddcaba275996237e879786?cid=9950ac751e34487dbbe027c4fd7f8e99","false","67","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:3KfFrcJoCFXU2uFiO7XwTh","More Than A Woman - From ""Saturday Night Fever"" Soundtrack","spotify:artist:1LZEQNv7sE11VDY3SdxQeN","Bee Gees","spotify:album:3xaCKtqadm4KnviPFKEjs7","Saturday Night Fever (The Original Movie Soundtrack Deluxe Edition)","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Various Artists","1977-11-15","https://i.scdn.co/image/ab67616d0000b273c129b7e46bb0d8b054dae51f","1","4","196440","https://p.scdn.co/mp3-preview/35bda8ae268d5d3028f479015cc4913d624dd3f6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:7o7E1nrHWncYY7PY94gCiX","Video Killed The Radio Star","spotify:artist:057gc1fxmJ2vkctjQJ7Tal","The Buggles","spotify:album:2fgCz9kQCDy0miERCy0sCJ","The Age Of Plastic","spotify:artist:057gc1fxmJ2vkctjQJ7Tal","The Buggles","1980-01-10","https://i.scdn.co/image/ab67616d0000b273983bb3e3f0c66b9b89a832fa","1","2","252773","https://p.scdn.co/mp3-preview/e8b645013cbdf042ef689de40791bb1310894f7d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","70","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:70C4NyhjD5OZUMzvWZ3njJ","Piano Man","spotify:artist:6zFYqv1mOsgBRQbae3JJ9e","Billy Joel","spotify:album:69wjSAZXZiD2EBia3b3gxL","Piano Man (Legacy Edition)","spotify:artist:6zFYqv1mOsgBRQbae3JJ9e","Billy Joel","1973-11-07","https://i.scdn.co/image/ab67616d0000b273aff4aef671b2510be7c115b3","1","2","339000","https://p.scdn.co/mp3-preview/7f1dc0e2f56c946849ac2e61dfa1ce827fb8dc70?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:0ofHAoxe9vBkTCp2UQIavz","Dreams - 2004 Remaster","spotify:artist:08GQAI4eElDnROBrJRGE0X","Fleetwood Mac","spotify:album:0BwWUstDMUbgq2NYONRqlu","Rumours (Super Deluxe)","spotify:artist:08GQAI4eElDnROBrJRGE0X","Fleetwood Mac","1977-02-04","https://i.scdn.co/image/ab67616d0000b273e52a59a28efa4773dd2bfe1b","1","2","257800","https://p.scdn.co/mp3-preview/40d1f6d82f16b05b62aae47e8e130de04b407fc8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:5Wj1rJnCLpMHdLaxsFtJLs","Bennie And The Jets - Remastered 2014","spotify:artist:3PhoLpVuITZKcymswpck5b","Elton John","spotify:album:5WupqgR68HfuHt3BMJtgun","Goodbye Yellow Brick Road (Remastered)","spotify:artist:3PhoLpVuITZKcymswpck5b","Elton John","1973-10-05","https://i.scdn.co/image/ab67616d0000b273f72f1e38e9bd48f18a17ed9b","1","3","322548","https://p.scdn.co/mp3-preview/df3eb4297d5f32d998e46689a31c8c4fd27ccbde?cid=9950ac751e34487dbbe027c4fd7f8e99","false","74","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:0VNzEY1G4GLqcNx5qaaTl6","Vincent","spotify:artist:1gRNBaI4yn6wCCTvRhGWh8","Don McLean","spotify:album:10jsW2NYd9blCrDITMh2zS","American Pie","spotify:artist:1gRNBaI4yn6wCCTvRhGWh8","Don McLean","1971","https://i.scdn.co/image/ab67616d0000b2730085dd4362653ef4c54ebbeb","1","3","243493","https://p.scdn.co/mp3-preview/3a5da5c8607ddad580eaeb35c83f0e5da8205770?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:6QhXQOpyYvbpdbyjgAqKdY","Cecilia","spotify:artist:70cRZdQywnSFp9pnc2WTCE","Simon & Garfunkel","spotify:album:0JwHz5SSvpYWuuCNbtYZoV","Bridge Over Troubled Water","spotify:artist:70cRZdQywnSFp9pnc2WTCE","Simon & Garfunkel","1970-01-26","https://i.scdn.co/image/ab67616d0000b273ba7fe7dd76cd4307e57dd75f","1","3","174826","https://p.scdn.co/mp3-preview/e52bd8d14bd4e1850c7b8d8e65596e6eb47909ba?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","spotify:user:","2021-07-15T08:00:00Z"
"spotify:track:2ccUQnjjNWT0rsNnsBpsCA","Surrender","spotify:artist:1LB8qB5BPb3MHQrfkvifXU","Cheap Trick","spotify:album:5w20U3G3GyWiPvvDeVzkhN","Heaven Tonight","spotify:artist:1LB8qB5BPb3MHQrfkvifXU","Cheap Trick","1978-04","https://i.scdn.co/image/ab67616d0000b27361e605b2786f724b37f0176d","1","1","253733","https://p.scdn.co/mp3-preview/763bd0392b02d813ce988fa60bd68cf2ac69ba9d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","spotify:user:","2021-07-15T08:00:00Z"
